genome clade
G000019205 10
G000935065 10
G001627735 10
G001918905 10
G000820845 10
G001464665 10
G001919435 10
G001920835 10
G001918885 10
G900112715 10
G001931505 10
G000017505 10
G000022145 10
G001263175 10
G000348725 10
G000525675 10
G001770075 10
G001770175 10
G001769915 10
G000210915 10
G001769975 10
G000299235 10
G002002505 10
G001798105 10
G001795505 10
G001798395 10
G001311565 10
G000371825 10
G000419485 10
G000163555 10
G001719325 10
G001703975 10
G001767865 10
G000219355 10
G001897445 10
G000512675 10
G001857665 10
G000214095 10
G000179815 10
G000227215 10
G001931655 10
G000709715 10
G000763135 10
G000091985 10
G001548055 10
G001602955 10
G000024885 10
G000265295 10
G000813345 10
G000017465 10
G001298465 10
G000736415 10
G000597805 10
G000816185 10
G000816345 10
G000621005 10
G000620965 10
G000509875 10
G000092245 10
G001655195 10
G000014025 10
G000284235 10
G000585195 10
G900115615 10
G000830255 10
G001627845 10
G001567505 10
G001464455 10
G001920875 10
G001919455 10
G001918395 10
G001914735 10
G001767145 10
G000737335 10
G000170895 10
G001771815 10
G001769935 10
G001592735 10
G001769475 10
G001769805 10
G000447755 10
G001770085 10
G001771845 10
G001770125 10
G001770035 10
G001770005 10
G001790645 10
G001790715 10
G001788635 10
G000341545 10
G001803565 10
G001803815 10
G001914935 10
G001803845 10
G001798475 10
G001798535 10
G000526155 10
G001577525 10
G001304365 10
G000750175 10
G000195085 10
G001180145 10
G001179945 10
G000012345 10
G001768015 10
G001767955 10
G000815465 10
G000730245 10
G000632985 10
G001752665 10
G000021485 10
G000007905 10
G000509365 10
G000200595 10
G000568815 10
G000743525 10
G000495505 10
G001643955 10
G001190745 10
G000017585 10
G000585155 10
G000522465 10
G000186245 10
G001627865 10
G001627795 10
G001919445 10
G001920815 10
G001767075 10
G001767115 10
G000014905 10
G001312805 10
G001931535 10
G000067165 10
G000335475 10
G001027285 10
G000443995 10
G001769995 10
G001790785 10
G001803615 10
G001805165 10
G001643555 10
G001803705 10
G001803885 10
G001797335 10
G001798085 10
G001798235 10
G001798715 10
G001799065 10
G001798185 10
G001799115 10
G001443455 10
G001798055 10
G001775245 10
G001443445 10
G002011895 10
G000299095 10
G000746585 10
G000970895 10
G001593535 10
G000964795 10
G001418795 10
G001705805 10
G001705695 10
G001705725 10
G001460635 10
G000762845 10
G000507865 10
G000507845 10
G000237285 10
G000259255 10
G000259275 10
G000009305 10
G002019865 10
G001497255 10
G001483845 10
G000830175 10
G000747095 10
G000147355 10
G001919715 10
G001920375 10
G000702445 10
G000381625 10
G000014005 10
G001189295 10
G000601485 10
G000165485 10
G000737315 10
G000255295 10
G000786105 10
G000317895 10
G000447795 10
G001770105 10
G001790675 10
G001044495 10
G001804965 10
G001805005 10
G001804905 10
G001805025 10
G001917575 10
G001803765 10
G001805085 10
G002010775 10
G000020985 10
G000423865 10
G002011745 10
G001799095 10
G001799015 10
G001798805 10
G000512235 10
G000934745 10
G000519265 10
G001687335 10
G000309075 10
G000022525 10
G000013165 10
G000306885 10
G000026005 10
G000024505 10
G001559335 10
G001308895 10
G001705755 10
G000187625 10
G000740095 10
G000314405 10
G000583775 10
G000375865 10
G000183725 10
G001829625 10
G001914775 10
G001917435 10
G001920155 10
G001920165 10
G000331735 10
G001592745 10
G001592755 10
G000691605 10
G000196175 10
G000447775 10
G001874305 10
G001770015 10
G001771825 10
G001790865 10
G001790855 10
G000375745 10
G001804945 10
G001805205 10
G002011735 10
G002011715 10
G001918165 10
G001797435 10
G000266945 10
G000024325 10
G000620765 10
G001748225 10
G900104045 10
G000174435 10
G000468495 10
G001914235 10
G001577715 10
G001179925 10
G001180065 10
G000964595 10
G000965005 10
G000014345 10
G000829315 10
G000008385 10
G000008025 10
G000689175 10
G000376585 10
G000559045 10
G001283065 10
G001282945 10
G000274945 10
G000296775 10
G001917455 10
G001914785 10
G001917825 10
G000620725 10
G001449115 10
G000381585 10
G000179915 10
G000178955 10
G000219105 10
G000012685 10
G000375765 10
G000372225 10
G001804975 10
G001803925 10
G001805235 10
G000196815 10
G001724505 10
G001273775 10
G001464735 10
G002010755 10
G002011795 10
G000023225 10
G000428825 10
G000445205 10
G001507915 10
G000934755 10
G000686525 10
G000429325 10
G000519125 10
G000421585 10
G000217795 10
G001652585 10
G001873115 10
G900130015 10
G000143965 10
G000472605 10
G000155895 10
G001180165 10
G000063545 10
G000018245 10
G000012385 10
G000073005 10
G000825765 10
G000012565 10
G000013145 10
G000964745 10
G000964785 10
G000689635 10
G900000025 10
G000964915 10
G000689655 10
G000215565 10
G000172475 10
G001705645 10
G001705625 10
G000008525 10
G000987835 10
G000010345 10
G001829555 10
G001830715 10
G001917495 10
G001918935 10
G000688455 10
G900105625 10
G000178975 10
G001803535 10
G001804915 10
G001803685 10
G002011815 10
G001548275 10
G000092205 10
G000403885 10
G000403925 10
G000341395 10
G001184205 10
G000931935 10
G900114975 10
G000195295 10
G001797675 10
G000504225 10
G001180045 10
G000964615 10
G000008045 10
G000195735 10
G000331595 10
G001637495 10
G000508225 10
G000632845 10
G000689615 10
G000478445 10
G000968455 10
G000495535 10
G000495495 10
G000215605 10
G000274045 10
G000274085 10
G001830745 10
G001830725 10
G001830665 10
G000445475 10
G000242915 10
G001871315 10
G001873135 10
G001829695 10
G001829785 10
G000022565 10
G001006305 10
G000800015 10
G900102185 10
G001803605 10
G001803635 10
G000482745 10
G000012665 10
G001672295 10
G000430005 10
G900143255 10
G000010665 10
G000526455 10
G000245055 10
G000212675 10
G001799285 10
G001799255 10
G000621145 10
G000186885 10
G000429945 10
G000429965 10
G900143695 10
G900129305 10
G000014965 10
G001797785 10
G001799325 10
G001798945 10
G001750905 10
G000255355 10
G000965125 10
G000968465 10
G000310245 10
G001829775 10
G001829705 10
G000381605 10
G001725305 10
G000745965 10
G001803645 10
G001871685 10
G000384395 10
G000020385 10
G000813145 10
G001798415 10
G001797495 10
G000485155 10
G900129975 10
G000021385 10
G000195755 10
G000702665 10
G000179555 10
G000711295 10
G000429985 10
G000422565 10
G000215975 10
G000746255 10
G000025945 10
G001874005 10
G001751075 10
G001751085 10
G001292585 10
G001654775 10
G001654795 10
G000012145 10
G000828125 10
G000018205 10
G000284155 10
G000215525 10
G000011945 10
G000172515 10
G001829605 10
G001830685 10
G001829715 10
G001829755 10
G001830775 10
G000688615 10
G000421065 10
G001303745 10
G001805185 10
G900142125 10
G000167355 10
G001751155 10
G001799025 10
G000422525 10
G000701705 10
G900116045 10
G000422205 10
G000422245 10
G000711735 10
G000420485 10
G000746435 10
G000734015 10
G000423845 10
G000421605 10
G900104445 10
G000179315 10
G000422285 10
G000021905 10
G000429905 10
G000018405 10
G001654785 10
G000964585 10
G000964605 10
G000010205 10
G000696365 10
G000751075 10
G000964995 10
G000215485 10
G001829655 10
G001829675 10
G001805135 10
G001803955 10
G900107645 10
G000711225 10
G000820505 10
G000827125 10
G001802645 10
G001802095 10
G000015045 10
G000007985 10
G000020725 10
G001798015 10
G001797515 10
G001797935 10
G001797745 10
G001797895 10
G001873905 10
G001302765 10
G001304105 10
G000013405 10
G000384815 10
G900142115 10
G001975945 10
G001553605 10
G000023445 10
G001750995 10
G001854245 10
G000172495 10
G001805125 10
G001873265 10
G001805295 10
G000012885 10
G001751225 10
G001278055 10
G000472285 10
G001802615 10
G000817955 10
G000012925 10
G000022265 10
G000016745 10
G001797505 10
G001797465 10
G001795535 10
G001798975 10
G001798425 10
G001595385 10
G001795495 10
G001798855 10
G001798755 10
G001797735 10
G001798005 10
G001797845 10
G001798915 10
G001873675 10
G000331715 10
G000055945 10
G000420465 10
G000425265 10
G000331025 10
G001311825 10
G000375485 10
G000189295 10
G001751145 10
G001750925 10
G001311845 10
G000961655 10
G001443525 10
G000429925 10
G001797695 10
G000426225 10
G900101345 10
G000020365 10
G000283855 10
G000284075 10
G000007025 10
G000283595 10
G000020305 10
G000215505 10
G001803715 10
G001824455 10
G001799505 10
G001797595 10
G001412345 10
G001683985 10
G000747625 10
G000022125 10
G900119095 10
G000176915 10
G000341895 10
G000483025 10
G001803945 10
G001805105 10
G001798625 10
G000816445 10
G000753945 10
G001829875 10
G001830855 10
G001873745 10
G000472805 10
G001797585 10
G001829835 10
G001871035 10
G001751005 10
G000421285 10
G000420085 10
G000373985 10
G000233695 10
G900105645 10
G000307105 10
G001797665 10
G001797945 10
G001830835 10
G001799425 10
G001798685 10
G001799395 10
G001799405 10
G001798485 10
G001806225 10
G001798155 10
G001784175 11
G001774505 11
G001800015 11
G000020145 11
G001800565 11
G001800635 11
G001875255 11
G001799555 11
G001799975 11
G001871125 11
G001027545 11
G000404445 11
G001304075 11
G000372285 11
G000405125 11
G001799575 11
G001799775 11
G001800375 11
G001800245 11
G001871115 11
G001799795 11
G001799745 11
G001800095 11
G001799925 11
G001800325 11
G001800495 11
G000401015 11
G000406005 11
G000402275 11
G001777945 11
G001799565 11
G001799915 11
G001800525 11
G001800355 11
G001800205 11
G000405145 11
G001778315 11
G001304335 11
G001412365 11
G001508575 11
G001577135 11
G001780165 11
G001800425 11
G000380785 11
G000493945 11
G001873945 11
G001828445 11
G001794905 11
G001304185 11
G002010615 11
G000404745 11
G000397885 11
G000146065 11
G001603745 11
G001412425 11
G001800455 11
G001730085 11
G001302825 11
G000284115 11
G000170755 11
G001017655 11
G001303705 11
G001302835 11
G001303225 11
G000980765 11
G001780795 11
G001789275 11
G001779875 11
G001800315 11
G001871865 11
G001303695 11
G001603055 11
G001804885 11
G000155695 11
G001604625 11
G000750955 11
G000008725 11
G000068585 11
G000493885 11
G001303785 11
G001304255 11
G000980745 11
G000980735 11
G002011615 11
G002010635 11
G002011635 11
G000494005 11
G000402415 11
G001577125 11
G001577185 11
G001780825 11
G001780805 11
G001802045 11
G001918595 11
G000474745 11
G001462235 11
G000403035 11
G000478645 11
G001304015 11
G001800235 11
G001800475 11
G001828545 11
G001828415 11
G000171775 11
G000255705 11
G000186345 11
G001828265 11
G001803205 11
G001803255 11
G001746835 11
G001604585 11
G001604605 11
G001438005 11
G001794935 11
G000237205 11
G000174995 11
G000454725 11
G000417695 11
G002011675 11
G002010655 11
G001920195 11
G001919145 11
G000522985 11
G001462255 11
G001045525 11
G001462245 11
G001462225 11
G001873075 11
G900142455 11
G001302725 11
G001804005 11
G001824605 11
G001723765 11
G000315095 11
G001999965 11
G001997385 11
G001824635 11
G000242455 11
G000255655 11
G000181475 11
G001464525 11
G001803225 11
G001804785 11
G001803285 11
G001803315 11
G000438015 11
G001439535 11
G000025905 11
G000382665 11
G000172555 11
G000172155 11
G000092785 11
G001618265 11
G000829755 11
G001794895 11
G001464115 11
G000830965 11
G001625535 11
G000516655 11
G000024145 11
G000583875 11
G000010305 11
G000695095 11
G001462345 11
G001603875 11
G001304035 11
G001804155 11
G001804125 11
G001830285 11
G001610895 11
G001956985 11
G000092105 11
G001707835 11
G000165715 11
G900113665 11
G000019965 11
G001580015 11
G000972765 11
G001831055 11
G001872735 11
G000383755 11
G000382685 11
G000383715 11
G000385295 11
G000526255 11
G000379365 11
G000019665 11
G001318295 11
G001613545 11
G000173075 11
G001796285 11
G001796105 11
G000470765 11
G001625515 11
G001466415 11
G000204135 11
G000011165 11
G000007205 11
G002007725 11
G000471025 11
G000007605 11
G000009945 11
G000298495 11
G900142505 11
G900142465 11
G001304315 11
G001304155 11
G000402455 11
G001872685 11
G001804565 11
G000020525 11
G001872105 11
G001874025 11
G001873045 11
G001825665 11
G001825715 11
G000153105 11
G000025185 11
G001642875 11
G000171235 11
G000242935 11
G000817245 11
G000953475 11
G001917935 11
G001683795 11
G000253035 11
G001796235 11
G001796095 11
G000700865 11
G000700925 11
G000700845 11
G000508025 11
G000508005 11
G000508065 11
G001007125 11
G000091085 11
G001007045 11
G900129735 11
G001773425 11
G001775405 11
G001775365 11
G001773465 11
G001886815 11
G001771055 11
G002011685 11
G001577215 11
G000405805 11
G001302225 11
G001567545 11
G001804205 11
G001804055 11
G001804105 11
G001804225 11
G001805805 11
G001805375 11
G000949635 11
G000296795 11
G001824685 11
G001603075 11
G001824645 11
G001642915 11
G001914855 11
G000428305 11
G000739615 11
G001897185 11
G000756735 11
G001897225 11
G000813665 11
G001545115 11
G001796255 11
G001794865 11
G001796275 11
G000700885 11
G000700905 11
G000470825 11
G000470805 11
G000008745 11
G001401475 11
G000298555 11
G900143015 11
G900142485 11
G000146505 11
G000024665 11
G001771235 11
G001643615 11
G001508355 11
G001509335 11
G001567175 11
G001899175 11
G001919105 11
G001442855 11
G000020625 11
G000020545 11
G000024845 11
G001314545 11
G001804395 11
G001805895 11
G001805765 11
G001828535 11
G001825655 11
G001303465 11
G001914875 11
G001919485 11
G900141815 11
G000378105 11
G000383735 11
G001647615 11
G000437075 11
G000011565 11
G001796065 11
G000417845 11
G900142475 11
G900142545 11
G001626695 11
G001871325 11
G001804605 11
G001802215 11
G001536065 11
G000006985 11
G000020505 11
G000419585 11
G000013045 11
G001803975 11
G001871815 11
G001872775 11
G001805565 11
G001805855 11
G001804445 11
G001806075 11
G001806055 11
G001828635 11
G001828645 11
G001830315 11
G001825635 11
G001304275 11
G000346295 11
G001642955 11
G000264625 11
G001580195 11
G001578645 11
G001499655 11
G000751535 11
G001796175 11
G001796185 11
G001007085 11
G001007065 11
G001007105 11
G000298535 11
G001401455 11
G000317995 11
G000298415 11
G001462305 11
G001603905 11
G001603925 11
G001462315 11
G001626755 11
G000402795 11
G000402755 11
G000375825 11
G001516025 11
G001804555 11
G001804625 11
G000020465 11
G000015125 11
G000016085 11
G000375425 11
G900129315 11
G001567275 11
G001804045 11
G001805575 11
G001824675 11
G001828345 11
G000346505 11
G000346425 11
G001027925 11
G000285795 11
G000264605 11
G000020225 11
G000723745 11
G001007145 11
G001007025 11
G001401485 11
G000298435 11
G000338695 11
G001626685 11
G001626655 11
G000258405 11
G001802895 11
G001873185 11
G000279145 11
G001536105 11
G001536165 11
G000012585 11
G000375465 11
G001650905 11
G001564065 11
G001715195 11
G000724545 11
G001567405 11
G001897535 11
G000242635 11
G000020565 11
G000426825 11
G001804165 11
G001805605 11
G000436395 11
G001940945 11
G001917295 11
G000980515 11
G000298455 11
G001626675 11
G001626845 11
G001577025 11
G001576985 11
G001802785 11
G001803365 11
G001442845 11
G001485645 11
G001536125 11
G000020645 11
G000250635 11
G000275825 11
G001439115 11
G001438265 11
G001897855 11
G001897525 11
G900116565 11
G000689375 11
G000304455 11
G001804305 11
G001805775 11
G001805845 11
G000346315 11
G000338295 11
G000304635 11
G000298515 11
G001802865 11
G001804635 11
G001536045 11
G001975465 11
G000168715 11
G000212735 11
G000759025 11
G000379805 11
G900113045 11
G001804255 11
G000330745 11
G000298375 11
G001802995 11
G001802805 11
G001536185 11
G000373105 11
G900110645 11
G900129465 11
G900109895 11
G900109365 11
G000422585 11
G000265505 11
G001804065 11
G001805365 11
G000196115 11
G000195185 11
G000204175 11
G001803075 11
G001804665 11
G900094705 11
G000374045 11
G001899605 11
G000427965 11
G001652725 11
G000302595 11
G000190735 11
G000379765 11
G001804545 11
G001803025 11
G001536085 11
G001442935 11
G001536205 11
G900109575 11
G000192845 11
G000799115 11
G000425145 11
G001423945 11
G001412215 11
G000812565 11
G000807855 11
G001281695 11
G001401465 11
G000270445 11
G001802205 11
G001802795 11
G001803105 11
G001458575 11
G900142605 11
G900110835 11
G900109685 11
G900115755 11
G900116225 11
G000757725 11
G900102835 11
G000783305 11
G000143765 11
G900103545 11
G000422945 11
G000403135 11
G001730525 11
G000166195 11
G001705515 11
G001683905 11
G000183425 11
G900100765 11
G900112255 11
G000426725 11
G001483135 11
G000430505 11
G000263195 11
G000687395 11
G001803345 11
G001803165 11
G001536005 11
G900156765 11
G900107765 11
G001623405 11
G001898505 11
G000974785 11
G900129015 11
G000814685 11
G000416985 11
G000747525 11
G001006065 11
G000686625 11
G900142915 11
G001027745 11
G900101435 11
G000346615 11
G000348925 11
G000331535 11
G001657315 11
G900129725 11
G001567185 11
G900142205 11
G000265075 11
G000014145 11
G000379725 11
G000473365 11
G001890965 11
G000169175 11
G001306455 11
G000166395 11
G900103285 11
G000687415 11
G000191925 11
G001714565 11
G001536025 11
G900110995 11
G900112615 11
G000515315 11
G900106985 11
G001302245 11
G001601815 11
G001644645 11
G900129295 11
G001464625 11
G002000245 11
G001596135 11
G002013915 11
G001636615 11
G001898335 11
G000258495 11
G000708265 11
G900107535 11
G000832545 11
G900103515 11
G900100435 11
G000170795 11
G000714815 11
G000390185 11
G000972495 11
G000715495 11
G000801315 11
G001647285 11
G000373265 11
G900115665 11
G000427405 11
G001870735 11
G001736045 11
G001714575 11
G000415565 11
G000270425 11
G001535985 11
G900119105 11
G001975825 11
G900102545 11
G001829005 11
G001829035 11
G000511175 11
G000508085 11
G900089555 11
G900089565 11
G900089525 11
G900110245 11
G000246855 11
G000814475 11
G000814325 11
G001724695 11
G001896965 11
G001724455 11
G001952815 11
G000333295 11
G900100945 11
G900100705 11
G900111825 11
G000633455 11
G000722885 11
G900112985 11
G000410815 11
G000023825 11
G001412655 11
G001592935 11
G000325705 11
G000373245 11
G000222485 11
G001577755 11
G001078055 11
G900156415 11
G000277005 11
G000472485 11
G000973725 11
G001611675 11
G900116885 11
G000482465 11
G000423565 11
G001724175 11
G001736055 11
G001714585 11
G001536145 11
G000024005 11
G900114995 11
G900089575 11
G900089545 11
G001898485 11
G001898405 11
G900101395 11
G000374125 11
G000243115 11
G001654455 11
G000988325 11
G900103125 11
G900155965 11
G900101875 11
G900110415 11
G001442625 11
G001421515 11
G001721645 11
G001593005 11
G001747105 11
G001747095 11
G001592965 11
G900111145 11
G001050135 11
G000427295 11
G000295935 11
G000265405 11
G000737515 11
G000420705 11
G000961955 11
G000566685 11
G000383955 11
G000331105 11
G000296815 11
G000211155 11
G000270385 11
G000270405 11
G001535965 11
G001899705 11
G001808025 11
G900103665 11
G900129215 11
G001267955 11
G001592945 11
G000298295 11
G000330725 11
G000473765 11
G000429445 11
G000429425 11
G000429465 11
G900129785 11
G000166275 11
G001442615 11
G000382225 11
G000576555 11
G000023125 11
G000415685 11
G001563055 11
G001485625 11
G001442925 11
G900107465 11
G000381545 11
G000429405 11
G001314815 11
G900112005 11
G900116615 11
G000428845 11
G000701505 11
G001898575 11
G000374025 11
G000374065 11
G000374085 11
G900112365 11
G000974425 11
G000024525 11
G001873755 12
G001773455 12
G001567355 12
G001567305 12
G000993565 12
G000991265 12
G001772955 12
G001871995 12
G001772805 12
G001772545 12
G001772665 12
G001772615 12
G001771165 12
G001788755 12
G001788835 12
G001787555 12
G001872935 12
G001817115 12
G001817135 12
G001771775 12
G001772465 12
G000990085 12
G001890045 12
G001873785 12
G000991025 12
G001772215 12
G001816815 12
G001816975 12
G000999945 12
G001004835 12
G001776195 12
G000993135 12
G001772255 12
G001790455 12
G001790495 12
G001817055 12
G001817175 12
G000989675 12
G001772985 12
G001772625 12
G001816835 12
G001816795 12
G001816985 12
G001776335 12
G001003415 12
G001788885 12
G001787485 12
G001788955 12
G001787625 12
G001004735 12
G001787565 12
G001787535 12
G001776145 12
G000991925 12
G000991185 12
G001771275 12
G001772265 12
G001771215 12
G001771185 12
G001004375 12
G001872945 12
G000803625 12
G001817095 12
G001817035 12
G001817145 12
G000989705 12
G001772855 12
G000994815 12
G001788685 12
G001787455 12
G000992695 12
G001788765 12
G000999445 12
G001789005 12
G001004775 12
G001776175 12
G001029795 12
G001004445 12
G000995565 12
G000993275 12
G000997185 12
G000995065 12
G000995395 12
G001771115 12
G001788565 12
G001790625 12
G001790525 12
G001817065 12
G001001305 12
G000990985 12
G001772575 12
G001816735 12
G001816695 12
G001816995 12
G001816635 12
G001774865 12
G001776685 12
G000992605 12
G000992725 12
G001803445 12
G000992775 12
G000993595 12
G000989565 12
G000989635 12
G000995295 12
G000993615 12
G001787475 12
G001788715 12
G001873565 12
G001789035 12
G001789045 12
G001789165 12
G001788925 12
G001788995 12
G001787675 12
G001789155 12
G001787805 12
G001872575 12
G001774395 12
G001776125 12
G001790575 12
G001002185 12
G001873625 12
G000990025 12
G000989775 12
G000997575 12
G001772865 12
G000995995 12
G000404925 12
G001776475 12
G001777065 12
G000995285 12
G001777025 12
G001775325 12
G001776585 12
G000992645 12
G001779755 12
G001782125 12
G000992285 12
G000989305 12
G001790905 12
G001790765 12
G001776045 12
G001789125 12
G001787585 12
G001787705 12
G001787775 12
G001897305 12
G001897295 12
G000503915 12
G000392435 12
G000463895 12
G000997355 12
G001772705 12
G001772885 12
G001773295 12
G001773195 12
G001774995 12
G001774705 12
G001774895 12
G001779835 12
G001777015 12
G001776855 12
G001777055 12
G001779735 12
G001779745 12
G001776975 12
G001777495 12
G000997225 12
G000993335 12
G000998235 12
G001780865 12
G000997595 12
G000999965 12
G000999315 12
G001788845 12
G001787795 12
G001430755 12
G001003725 12
G001772815 12
G001772935 12
G001773225 12
G001775085 12
G001776505 12
G001774945 12
G001775155 12
G001777435 12
G001776815 12
G001776755 12
G001777345 12
G000994095 12
G000997105 12
G001782605 12
G001783905 12
G001784055 12
G001783775 12
G001781995 12
G001779195 12
G000994655 12
G001788325 12
G001776075 12
G001816575 12
G001003385 12
G000995665 12
G000999595 12
G001788875 12
G001787725 12
G001430885 12
G001790365 12
G001790435 12
G001773375 12
G001776425 12
G001776415 12
G000994385 12
G001776635 12
G001777335 12
G001777455 12
G000994545 12
G001776835 12
G001782115 12
G001782435 12
G001782355 12
G001782475 12
G001779095 12
G001779065 12
G001788215 12
G000996505 12
G001788275 12
G001871835 12
G000995585 12
G001872035 12
G001776115 12
G001774295 12
G001816915 12
G001803415 12
G001776225 12
G001000745 12
G001816555 12
G001816895 12
G001788795 12
G001788805 12
G001787755 12
G001430905 12
G001773145 12
G001773385 12
G000997795 12
G001772775 12
G001773115 12
G000994395 12
G000994225 12
G001776735 12
G000996555 12
G000997385 12
G001776675 12
G001777465 12
G001782205 12
G001782295 12
G001783885 12
G001784095 12
G000994635 12
G001003345 12
G000993445 12
G001780955 12
G001790075 12
G001788045 12
G001003755 12
G001816955 12
G001816585 12
G001803505 12
G001508535 12
G001002355 12
G001002845 12
G001002785 12
G001774555 12
G001774535 12
G000999805 12
G001003245 12
G001773775 12
G001816455 12
G001816425 12
G001816405 12
G001792465 12
G001793185 12
G001792425 12
G001792335 12
G001789075 12
G001789085 12
G001430805 12
G001430845 12
G001773055 12
G000997025 12
G000997745 12
G000994825 12
G001773175 12
G001776945 12
G001777375 12
G001784115 12
G001782445 12
G001782085 12
G001783975 12
G001783805 12
G001782525 12
G001782645 12
G000992095 12
G001782495 12
G001782035 12
G001782415 12
G001782045 12
G001003305 12
G001000435 12
G000999165 12
G001779015 12
G001871285 12
G001779135 12
G000993925 12
G001779055 12
G001790165 12
G001788225 12
G001789935 12
G001789955 12
G001567515 12
G001789725 12
G001789965 12
G001001885 12
G001803465 12
G001803475 12
G001788675 12
G001001445 12
G001872335 12
G001002885 12
G000994325 12
G001776275 12
G001002655 12
G001001455 12
G001775605 12
G001773725 12
G001773615 12
G001773695 12
G001816475 12
G001816375 12
G001793335 12
G001793475 12
G001773015 12
G001773035 12
G001772795 12
G001773395 12
G000999505 12
G001000705 12
G001784045 12
G001783845 12
G000996635 12
G001780895 12
G001779345 12
G001779265 12
G001790125 12
G001789445 12
G001567245 12
G001788165 12
G001790035 12
G001789805 12
G001789995 12
G000990445 12
G001873595 12
G001001955 12
G001001575 12
G001000345 12
G001002285 12
G001002295 12
G000996665 12
G001001555 12
G001002035 12
G001002455 12
G001002405 12
G001793085 12
G001792305 12
G001793255 12
G001792035 12
G001791965 12
G001792005 12
G001773065 12
G001773215 12
G000995715 12
G000995235 12
G000998145 12
G001782735 12
G001779385 12
G001788375 12
G001788295 12
G001789775 12
G001787945 12
G001789515 12
G001788235 12
G001790005 12
G001788195 12
G001788305 12
G000991535 12
G001789745 12
G001774275 12
G000991725 12
G001873435 12
G001002205 12
G001002415 12
G001000465 12
G000995475 12
G000998025 12
G001001005 12
G001003585 12
G001001375 12
G001773655 12
G001773795 12
G001773815 12
G001792075 12
G001792155 12
G001792925 12
G001793345 12
G000994565 12
G000997615 12
G000997875 12
G000999305 12
G000999405 12
G001782395 12
G001779115 12
G001789715 12
G001789795 12
G001789535 12
G001787965 12
G001789555 12
G001789325 12
G001790155 12
G001774315 12
G001029675 12
G000993185 12
G001029715 12
G001003265 12
G001002345 12
G001000205 12
G000997565 12
G001001715 12
G001000245 12
G000998545 12
G001003675 12
G001792415 12
G001792215 12
G001792165 12
G001793635 12
G001782595 12
G001782265 12
G001779255 12
G001779275 12
G001787915 12
G001788125 12
G001789475 12
G000990305 12
G000402875 12
G000991135 12
G001787395 12
G000998275 12
G000997955 12
G001001635 12
G001000965 12
G001872005 12
G001000625 12
G001002325 12
G001002525 12
G001003465 12
G001793165 12
G000992155 12
G001793625 12
G000989245 12
G000989325 12
G000989865 12
G001793465 12
G000994465 12
G000997145 12
G000997545 12
G000503835 12
G001000215 12
G000999385 12
G001789435 12
G001790195 12
G001790045 12
G001790095 12
G001789855 12
G001787985 12
G001789645 12
G001789635 12
G001789285 12
G001789545 12
G001789675 12
G001789895 12
G001788645 12
G001001485 12
G001000665 12
G001000865 12
G001000315 12
G001002605 12
G001792935 12
G001792535 12
G000990505 12
G000993115 12
G000992825 12
G001792575 12
G001792585 12
G001793755 12
G001793545 12
G000989845 12
G001793665 12
G000999065 12
G001793615 12
G001793715 12
G000997405 12
G000996615 12
G001773315 12
G000999585 12
G000998705 12
G001788095 12
G001789875 12
G001790115 12
G001788355 12
G000990565 12
G000990465 12
G001788055 12
G001787405 12
G001787375 12
G001001365 12
G001001055 12
G000998715 12
G001001125 12
G001774655 12
G001773645 12
G001773585 12
G001003155 12
G000992255 12
G000993025 12
G001792065 12
G001792225 12
G001792995 12
G001792265 12
G000989855 12
G000990005 12
G001793535 12
G000997865 12
G000996895 12
G001773095 12
G001789695 12
G001774685 12
G001775645 12
G001793095 12
G001792375 12
G000993085 12
G000992125 12
G000993405 12
G001791935 12
G000989595 12
G000989685 12
G001793355 12
G000996785 12
G000996975 12
G001793455 12
G001773275 12
G000998555 12
G001787885 12
G001789405 12
G001774675 12
G001775635 12
G001773715 12
G001792255 12
G001793015 12
G001791885 12
G001792295 12
G000989825 12
G001001045 12
G001000385 12
G000995865 12
G001776255 12
G001774635 12
G001792545 12
G001793075 12
G000989765 12
G000989925 12
G001793575 12
G001793105 12
G001792345 12
G000994895 12
G000996475 12
G001793705 12
G000992365 12
G000993305 12
G000830275 13
G000402355 13
G000830295 13
G001871415 13
G001871535 13
G001871475 13
G001940645 13
G001940725 13
G001940655 13
G001563325 13
G001515215 13
G001515205 13
G001873845 13
G000007185 13
G001563335 13
G001940705 13
G001587675 13
G001830115 13
G001940665 13
G001723845 13
G002011125 13
G001875425 13
G001914405 13
G001774245 13
G001593865 13
G001717015 13
G002011075 13
G000019605 13
G001723835 13
G001723855 13
G000246735 13
G001587605 13
G001587715 13
G002009975 13
G000725425 13
G000215995 13
G000966265 13
G001577155 13
G001717025 13
G001717005 13
G000405685 13
G000270325 13
G000166095 13
G001628435 13
G002011395 13
G001856825 13
G001595875 13
G001595945 13
G001767315 13
G002011155 13
G002011165 13
G002010305 13
G001587595 13
G001587635 13
G001587655 13
G000517445 13
G001776015 13
G001775965 13
G001870125 13
G000802205 13
G001917505 13
G001917995 13
G000375685 13
G001629205 13
G000327505 13
G000025665 13
G001595885 13
G000474235 13
G000496195 13
G001508455 13
G001766825 13
G001766815 13
G001587575 13
G001587695 13
G000151105 13
G001433455 13
G001317345 13
G000007305 13
G000275605 13
G000258515 13
G002011035 13
G002009985 13
G001775955 13
G001273495 13
G001768965 13
G000730285 13
G000698785 13
G000303155 13
G000685395 13
G000399825 13
G000993805 13
G000092305 13
G000024625 13
