genome	true_class	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G000318255	6	6.0	1.0	2.389955031096141e-27	1.903138872166318e-31	1.5974802493302915e-43	5.307234643791111e-38	2.4660198237511593e-33	1.6218023725226473e-33	1.0	5.605193857299268e-45	2.496543830457664e-34	3.486902412800249e-34	5.04110705330364e-31	3.560047217265935e-18	1.0620837425609243e-25	0.0	6.838660430909918e-23
G000337275	13	13.0	1.0	1.274324328572212e-23	1.5452795901309432e-35	1.0114825950518572e-38	2.498626593145032e-37	8.622395642168367e-20	2.1384369039876466e-29	1.3127517596106576e-37	1.401298464324817e-45	3.473098925451017e-25	2.3112615335684787e-26	2.1807307140213554e-36	1.1234210749741311e-23	5.947817549036397e-29	1.0	4.179424364831786e-27
G000348525	8	8.0	1.0	5.460131655511807e-35	1.2703974170381846e-31	1.4349291513934006e-28	1.6823869105536464e-31	1.3535239106498036e-30	8.146537294082234e-27	1.3986359972426e-41	6.97274134047951e-16	1.0	1.1929918226108394e-22	6.707251882710589e-25	5.244913932784757e-19	5.654967203890087e-34	8.148620634972028e-40	2.80949435069789e-23
G000158455	10	10.0	1.0	6.863462347889837e-38	4.2215810441259646e-35	0.0	5.3344169901638205e-14	5.77789374686232e-31	1.4505139721578161e-37	2.7703460817116857e-34	1.4818554889350402e-23	0.0	2.7138196466602284e-20	1.0	6.688855153362769e-25	3.090837556609615e-35	2.5069229526770977e-42	2.3940588146587036e-29
G000997065	0	0.0	1.0	1.0	5.023197074189212e-16	1.326363758204563e-28	8.231790229422258e-19	2.1667298005389565e-17	5.885630139215779e-16	9.97802830068147e-28	9.289206225721764e-19	1.3266876755470846e-28	2.1163648616716494e-20	2.3828846677443735e-17	1.2728557900414333e-25	1.8005763546824483e-10	1.677455396950197e-20	1.7173513266258462e-22
G000969885	13	13.0	1.0	2.9880949939326224e-28	1.805403707723527e-26	3.30424482518437e-33	3.119586310682154e-20	5.5269770558212875e-14	5.734684051497452e-22	1.6740346335322494e-21	3.5090135437944335e-26	3.852486355266782e-26	2.5198482206373716e-29	6.491294914784396e-12	8.668188428087727e-16	2.6108990721923818e-21	1.0	1.204732928000718e-12
G001310275	4	4.0	1.0	5.3478100708427424e-34	2.3266430591118654e-20	4.991877957842187e-35	3.797908501864162e-21	1.0	2.4263563212837045e-30	1.0830306998705756e-34	1.298312898446691e-24	3.859830377133386e-39	7.644257202601458e-15	4.222357349226462e-26	1.4023273574721202e-18	2.832774754278723e-36	2.97856491704576e-31	1.2799706430312813e-31
G000422825	1	1.0	1.0	3.1164310600965573e-37	1.0	1.7758704497914905e-31	5.489945466399338e-39	8.371918244103921e-20	1.4229125487201564e-32	4.459845584288062e-36	4.22352774140507e-36	1.1168348760668792e-42	2.896789122866965e-29	1.4837953684426767e-31	1.5184676792848699e-30	2.557810265629975e-38	1.4122796650793163e-34	0.0
G001982025	2	2.0	1.0	0.0	6.497820979074177e-42	1.0	2.9734152114508293e-41	1.678398017410925e-33	4.397439128979811e-29	0.0	1.5286652918776089e-33	4.035739577255473e-43	5.344802413527846e-30	0.0	1.897673272720429e-38	1.638117904795711e-42	3.7623462468657014e-41	8.267660939516421e-44
G000763315	5	5.0	1.0	1.7020456439183237e-28	5.569071990263602e-29	5.4592527059301593e-14	2.4262940289711266e-13	7.924274400368246e-23	1.0	1.0861060608910047e-24	7.010524897120699e-26	1.405638285668831e-39	1.9515369133255486e-30	1.9490788531186455e-18	4.7742213842697525e-18	3.242823816311318e-16	6.936557933806823e-30	3.149239120055046e-20
G000711735	10	10.0	1.0	8.110379890285993e-20	9.345506206163655e-19	9.545736615295557e-25	1.7165484050638505e-19	1.2080374432862575e-19	1.1030458762350544e-16	7.222231128476312e-25	5.238018658596091e-18	1.259726279554077e-18	1.7964881250322357e-24	1.0	3.9048872777858526e-14	1.7719024269271042e-19	7.662626378476185e-21	2.8555197051713512e-18
G001794895	11	11.0	1.0	9.39022787340366e-23	2.731191158711824e-30	1.7127102094292459e-25	1.7030047551046986e-23	3.033053302943073e-22	8.602364041918718e-18	2.586330605266065e-32	5.0690165119971555e-21	2.112935816057292e-28	9.946212748000105e-22	1.3557494016325222e-10	1.0	1.6566876705788607e-18	1.0006428426978411e-19	6.595486934379835e-10
G001314545	11	11.0	1.0	1.7023109708608184e-29	3.2633632006119325e-15	1.1099254228702142e-32	2.899758024283813e-25	3.6945155174399026e-17	3.8045080137473996e-20	3.178853447138863e-08	1.4993893568275543e-42	3.130817332464151e-27	3.2638047334928913e-19	6.872973355932136e-23	1.0	3.024981147036581e-19	2.4827689265743724e-22	5.331988955618436e-24
G000245715	5	5.0	1.0	9.650924930771441e-26	7.04522365894204e-24	7.759053924408789e-19	4.170085500868059e-15	5.537403494887473e-21	1.0	1.4469493720665329e-22	1.4409659685966537e-24	7.70556555429498e-22	3.967048073559571e-28	6.6355873207377205e-25	1.4747687934139192e-13	2.1701262700500543e-20	3.1970308886931017e-25	2.310024443228114e-21
G000714765	7	7.0	1.0	0.0	9.949219096706201e-44	0.0	2.2160042976167516e-34	3.7700880348527403e-31	4.829855416988347e-41	0.0	1.0	2.367594245392252e-36	3.0958331000619886e-25	1.920942174919903e-32	1.7348141353836506e-36	0.0	0.0	2.975817317278375e-38
G900053355	9	9.0	1.0	7.930616881489268e-25	7.900662846841895e-25	1.5195701613305739e-28	1.7307023379699013e-29	5.067126969752969e-19	3.861304245688155e-16	1.0179662280502768e-23	5.352169058870384e-22	1.4335591910448665e-16	1.0	4.4545327038483196e-17	1.4787041942489486e-16	2.1909619318603707e-21	9.908711436525602e-24	6.9334631521659074e-15
G001063255	9	9.0	1.0	2.6224327404582018e-25	4.2688286496497756e-23	4.550370605479417e-31	2.9471625799470066e-19	6.094532922085042e-15	1.801906133747542e-21	1.2739176765533604e-28	1.06917402129109e-16	7.080233661827603e-28	1.0	1.5608068765389504e-13	4.975259096308589e-14	5.518135825014084e-19	1.7990964737301223e-29	3.39073651937382e-21
G000430705	1	1.0	1.0	5.185528241849734e-27	1.0	5.834681239787331e-17	2.271713823573726e-21	8.164078679588627e-13	5.899219047283966e-12	2.7352692025216064e-29	2.2819202145127362e-20	4.0651755196362526e-25	2.598747497577214e-13	9.427943894550333e-17	2.429191559277094e-14	4.840596927020137e-22	1.3821505611755736e-19	5.961067778581503e-19
G000155635	14	14.0	1.0	7.495419368811657e-40	7.063260111570141e-22	7.710213170727067e-29	2.2191922807700987e-35	1.1229717713569534e-22	1.2025211382216128e-10	6.221765181602188e-43	9.19999475529889e-17	6.836393176410565e-15	1.590587055716095e-16	9.142157864072686e-11	5.418569239135085e-13	1.946632276793169e-35	2.728579491774531e-36	1.0
G001778285	0	0.0	1.0	1.0	3.2059959787850864e-32	5.2379757357927465e-34	1.2557035538814686e-41	4.102865697332332e-38	3.355573291108254e-34	1.0083743749281384e-41	4.0966945268725633e-35	7.678064610651754e-39	2.7453973370799297e-30	2.340313934001255e-29	6.2654694803370686e-28	4.503615381998512e-27	3.2879035811247765e-38	8.419109652736216e-31
G000725485	1	1.0	1.0	8.568353387166333e-29	1.0	7.9822565604262045e-22	1.0106194003284958e-29	1.9404682305435017e-08	1.2893732088958831e-11	2.2816701671185694e-33	3.972004669013269e-18	6.212072547653155e-33	9.154057808130075e-26	2.247228065751806e-20	1.2496188528388075e-09	3.9314783079884175e-36	1.0098728256226162e-27	7.941699196620091e-32
G001975995	2	2.0	1.0	7.328103782055128e-33	1.2631807192638607e-34	1.0	1.9101226785709357e-22	3.6134807058066187e-38	6.773905650067484e-16	1.324627820147749e-38	4.2909444908523534e-26	5.3439297628427344e-36	4.864319050609462e-33	4.976835662303915e-36	1.579085465139147e-27	5.243699272888198e-32	5.006152776785052e-40	6.822767823698072e-30
G900112335	7	7.0	1.0	9.092984829034369e-32	3.8039626082086914e-32	1.9303701117053452e-36	6.454149346240662e-30	1.515495953328243e-19	1.0250384795314449e-31	7.375716790434326e-35	1.0	5.793508281889739e-35	7.371373782584598e-23	6.777901395647258e-19	1.116819918473678e-22	9.773776528972734e-41	1.0988263146966851e-29	4.3219279573828116e-33
G001618265	11	11.0	1.0	2.227607764950448e-26	2.964861003903874e-30	3.82196670145607e-11	8.789599907285672e-14	1.5209945640718857e-16	1.0072955490547653e-11	3.2857211207178836e-31	1.799232869964984e-15	5.193271019486555e-26	2.8636070599464495e-15	1.7385867745467465e-10	1.0	5.845533717075129e-16	7.633532918456271e-15	1.6616058529095312e-10
G000018205	10	10.0	1.0	9.1660411784566e-34	3.405044141676633e-30	1.5344001443692803e-21	7.458314517657936e-25	2.021147427799675e-25	6.232081305370467e-18	1.569465300303334e-34	1.6554406392598874e-21	2.0507789971681723e-15	2.2633032694034205e-16	1.0	4.816558197918038e-30	1.033408567945257e-17	2.2456272277333217e-26	3.370629729698959e-22
G001625515	11	11.0	1.0	4.709901923231103e-23	8.490322040904511e-31	1.8309374703178232e-37	2.477973688821532e-28	3.340137258040727e-24	1.600834561538205e-20	8.134450522993859e-21	1.8044136080205222e-17	3.547607720386168e-30	5.180398130855364e-23	1.6745468943771269e-12	1.0	1.4569634879417705e-22	1.1464727167394085e-19	2.1718505466283844e-11
G000412185	7	7.0	1.0	1.4306136281984922e-40	3.901214924680291e-42	4.90454462513686e-44	5.501090860770122e-34	5.1145580529136404e-31	0.0	0.0	1.0	5.04462542612309e-39	1.0989975983295321e-30	1.2063249962504637e-33	5.537924568503536e-31	0.0	4.7223758247746335e-43	1.401298464324817e-45
G000471025	11	11.0	1.0	1.0221173044297244e-17	1.1168807503779787e-20	2.0292505392253712e-26	8.640066291425253e-30	4.4750596094686184e-23	2.080024927254495e-15	1.2360570195418114e-13	2.7345112465658156e-19	1.4696652768334423e-26	4.428570357650763e-12	4.761546743897786e-17	1.0	2.0959118904480866e-18	4.05925485284475e-18	8.50231851882901e-15
G900101375	5	5.0	1.0	4.161997689929911e-37	6.696020472438696e-35	1.6493905850498147e-12	1.9880604425887276e-17	5.478351022489698e-18	1.0	1.7319702920043819e-29	8.217172084424998e-26	1.9170043251656362e-40	6.673271513835881e-21	1.3843731119080016e-25	3.3332130314451496e-24	1.561758547381716e-22	5.710197728220036e-20	1.5944856530688279e-18
G000332175	14	14.0	1.0	0.0	5.396884226448633e-37	0.0	2.3185285271725714e-34	9.01440441852246e-19	9.616162393628432e-33	0.0	1.6391732632507977e-34	7.045503035941261e-36	3.4704385413519655e-24	9.712244657002356e-31	4.6155139821421003e-29	8.39824093037409e-28	2.8589064370907574e-35	1.0
G000176775	1	1.0	1.0	2.1873236275640846e-26	1.0	2.7311307069690685e-42	2.4241859321486966e-27	9.699227098564078e-13	1.103217896715241e-17	6.431601995140972e-33	1.3523031652766044e-34	8.720775647788643e-27	2.7126983995142025e-15	3.7326923417604897e-25	7.473604737412899e-26	2.343968736704765e-21	1.0139490563499118e-27	5.2856579620716e-15
G000455325	4	4.0	1.0	2.016518498178394e-33	1.1610264344982107e-13	2.514404495549593e-21	1.0226924041739826e-21	1.0	3.820668408730301e-19	2.6856406961937316e-29	1.216546546850014e-19	2.9567702344993e-25	2.870938350333502e-13	7.348912703802422e-23	4.195643370092698e-17	2.8950217812164357e-29	1.9251039675764242e-22	1.2137443075583981e-23
G001247745	1	1.0	1.0	6.025583396596713e-44	1.0	5.342044018683711e-40	0.0	1.2654361820048329e-29	2.083777254361072e-34	6.199148224387985e-40	2.7465449900766415e-43	0.0	1.5846409922807618e-37	4.533200532090783e-42	2.2238606628834847e-42	0.0	4.5458954553984875e-38	0.0
G000016765	7	7.0	1.0	0.0	0.0	0.0	5.605193857299268e-45	1.1542416480582907e-31	0.0	0.0	1.0	8.407790785948902e-45	5.6384612657825006e-36	2.334844168356794e-32	5.983544442666969e-43	0.0	0.0	1.6717490679395068e-42
G000270305	3	3.0	1.0	1.8441853149146695e-30	5.548906879177572e-21	2.186077489501049e-29	1.0	2.721485714895632e-24	3.243353363657775e-10	1.0883838247370875e-30	9.577763989038059e-32	3.5796280245047516e-34	1.7377470285946052e-30	6.490235275561529e-18	2.769409212103035e-24	6.399718787101648e-16	1.1175239798668532e-28	1.6617622297664175e-20
G000428465	9	9.0	1.0	2.164333055703458e-33	2.2651879814011065e-37	5.701139025081311e-29	5.235311150395667e-37	7.466211271698993e-22	1.4886741283473465e-27	6.347601783698556e-41	1.321301649847458e-16	1.9325333018096146e-24	1.0	1.0101334861273744e-22	1.5125800899702053e-18	0.0	0.0	8.175872257808284e-25
G001182825	2	2.0	1.0	7.589963214554347e-19	2.5862450105807885e-22	1.0	2.13354255956102e-19	2.6471808551945114e-23	5.944354594304869e-19	8.16838442923434e-34	1.492647819248722e-21	2.1222260502361307e-35	2.665156399980935e-30	1.125014065865321e-27	2.7233336790254785e-17	1.0527899750212893e-25	1.506314105893978e-27	6.338723477626301e-27
G000287635	6	6.0	1.0	1.1275567599264264e-36	3.5032461608120427e-44	2.9006878211523713e-43	6.473433004808822e-37	7.3441632125724365e-40	1.0332876679617993e-37	1.0	1.6666483415293644e-40	0.0	6.415828763848989e-38	6.864769929564817e-31	6.500054824662645e-23	5.162752362534774e-34	3.1509597268807837e-41	5.323745683970354e-36
G001650195	14	14.0	1.0	2.3401684354224445e-43	1.1210163303233171e-21	5.3638630877627146e-36	6.9927672683656245e-25	5.92077949189777e-17	1.5505293166677286e-27	0.0	6.394812181322295e-24	1.2511009630202612e-26	1.4731883751435728e-21	2.6666600941881223e-16	4.369203150681126e-19	7.382527144416137e-28	6.781989427687843e-26	1.0
G000069785	9	9.0	1.0	1.4665775385010432e-36	4.234253571321093e-37	1.0093449254549174e-35	3.654986684305534e-31	6.131551770780213e-19	2.973802619667076e-27	3.363116314379561e-44	2.3655444871808692e-14	4.426883405600609e-26	1.0	5.839230714415562e-22	1.6530734254555002e-22	0.0	5.324934164434305e-44	2.2531319002437058e-29
G001775885	0	0.0	1.0	1.0	1.957341908506092e-33	1.0391000643831564e-26	1.4231930880171638e-27	5.5587369190937414e-21	1.1023266453508349e-31	1.383809229554954e-31	2.5916881255832645e-21	3.417722538500534e-28	2.0829591786960914e-26	2.2229293344481414e-27	1.452051905516898e-16	6.536306555615548e-16	6.085893485280594e-29	1.4210336075853065e-20
G000318135	4	4.0	1.0	1.6152395420562692e-25	9.734875970927263e-15	1.0634021482637512e-31	4.019916128145198e-17	1.0	9.82074120247221e-22	3.152526796221691e-31	1.0488420466654009e-24	1.8710189144966117e-24	1.913662830848852e-19	5.560474837192943e-14	1.8124831322971314e-19	4.528209523165555e-22	2.110589475881456e-15	8.49441916917905e-20
G000219605	8	8.0	1.0	9.036976935339305e-37	2.1299840087464767e-31	1.6958575753106158e-34	1.224881328261614e-35	1.712943222374569e-20	1.9045725850101966e-28	4.203895392974451e-45	1.795392002804431e-24	1.0	6.3711835286694996e-12	9.180415969793162e-28	7.621316457465905e-29	3.698517101815706e-40	4.0370007458733655e-41	2.3607828525156695e-23
G000379885	1	1.0	1.0	2.1252948395296342e-29	1.0	7.784297028079657e-23	6.877538713440737e-30	1.31126898228473e-09	4.1508995269863916e-14	1.7553112441542632e-35	2.803290797511717e-19	1.694708148465378e-32	5.6364011529684185e-27	1.3152756969876521e-18	6.933840437581273e-13	2.9740824537276022e-37	4.484537119969412e-26	1.3622349996986485e-32
G000018305	13	13.0	1.0	0.0	2.872277053962325e-34	9.8793097176195e-39	0.0	9.962873348942582e-39	4.2197809171840584e-26	0.0	0.0	1.7499872161708475e-30	3.0966299333542144e-29	0.0	0.0	7.00677258131695e-41	1.0	5.811044601708584e-41
G001874165	6	6.0	1.0	5.179552659011283e-29	6.753855517015944e-24	1.044952038829557e-17	7.280112698513663e-21	2.4714971266024973e-21	1.3759503627197334e-16	1.0	3.0436638795069765e-26	1.803163947494702e-29	2.381234528641515e-29	7.504687705971353e-26	2.8743098567929337e-08	5.043402185782855e-21	2.9983477650037707e-21	2.6273277456346146e-26
G001774315	12	12.0	1.0	4.486667729243382e-22	3.881357156266831e-32	1.3735806654612738e-30	6.148618616156856e-29	2.9999333012703398e-24	2.1017752048713684e-23	0.0	9.50251653536505e-37	1.383001710276128e-39	2.2737008922350722e-27	7.86527296891187e-24	5.0122379138668494e-20	1.0	3.348893134966664e-40	2.7919264732685807e-18
G001870485	8	8.0	1.0	2.2042424843829373e-41	3.4127171232383108e-37	1.7428439455270264e-39	1.532838104542458e-36	6.577429927540212e-30	9.310262076365784e-30	0.0	9.340489866577405e-32	1.0	2.207322675803746e-19	9.860845285808223e-27	4.849496801529562e-33	2.555227168092777e-37	1.401298464324817e-45	6.979312752589014e-24
G001483385	6	6.0	1.0	7.80903643066934e-32	1.6593723514870814e-37	1.7379476262353753e-28	4.819626498718162e-38	8.910464147278237e-28	9.66920997991939e-17	1.0	3.690879243507221e-33	4.787968247170983e-20	1.4954846387945436e-23	6.712941246166656e-23	2.042672726426826e-17	3.5823745264920766e-26	3.8568486942609956e-36	9.44816067659182e-28
G900111595	3	3.0	1.0	5.394951926633974e-21	2.89610351569985e-22	1.8131978141155969e-09	1.0	9.330625764611224e-17	2.3324588926953993e-09	1.7199156925476663e-21	4.792906980717019e-18	5.8075928467347155e-31	2.9715465719353627e-19	1.417049408154414e-20	6.238509888393433e-16	2.2452326217709927e-19	3.2202959916738383e-12	2.0056931809842027e-11
G000427095	4	4.0	0.9999998807907104	3.0865675441604765e-23	3.617211132512142e-27	7.463315620993976e-42	2.668305985083756e-18	0.9999998807907104	3.1477872242095593e-19	5.296209693028686e-09	6.696488918933596e-10	2.065684280429718e-27	5.964141374942597e-18	9.814957735443386e-10	1.338020609864543e-07	6.402147881552568e-20	6.8383389335131384e-18	2.713582396979275e-12
G001799775	11	11.0	1.0	7.217782551109317e-14	1.679412923100978e-22	1.998411246048245e-37	2.422594731158606e-13	9.763171741805003e-16	2.9265487220943023e-19	2.618719321713989e-21	4.2592305304897725e-16	9.753505514669392e-21	8.225980363544252e-27	3.150052003367699e-15	1.0	2.6263660132575854e-26	6.056089359810836e-21	1.1119392517855431e-08
G001560085	13	13.0	1.0	1.491968463114509e-31	9.673398183587908e-28	8.93897340320737e-25	3.3596080165569587e-19	2.7730183943171057e-21	3.4191629733887607e-17	2.566658439963041e-21	7.822451232393758e-25	3.347189329406757e-25	1.518117089747776e-34	3.3328969348804276e-23	4.182231215132736e-27	1.0076362428022578e-21	1.0	2.797004158213345e-23
G000317065	14	14.0	1.0	0.0	2.995415597340729e-41	0.0	1.3476521852722755e-35	6.069411087420131e-21	1.6899903305690086e-38	0.0	5.490320338679416e-32	1.1806765176678876e-31	9.275349630835627e-29	6.225783324939138e-26	1.3720996194340686e-36	2.771454650944683e-35	4.90454462513686e-44	1.0
G000011305	4	4.0	1.0	1.486553462894339e-39	1.77982802107568e-12	4.481468063027144e-22	3.1961894242371613e-10	1.0	2.4382005006494147e-26	1.6775799653446517e-24	5.926276022608425e-30	3.860881065004603e-29	2.9502827238291204e-16	7.234387598285285e-26	2.924980116234263e-23	2.620158204005112e-21	9.192508553620374e-20	6.897671392021734e-28
G000425365	7	7.0	1.0	0.0	7.470862956228813e-35	0.0	1.4843486038386317e-33	1.2491254211205066e-28	2.2628704124974716e-32	0.0	1.0	0.0	6.671190960724854e-19	7.66855688379229e-15	1.7316417464114626e-27	0.0	0.0	8.051020196931804e-41
G000418515	2	2.0	1.0	1.0251636696798075e-31	4.225308120420296e-25	1.0	1.5868905829712264e-23	4.777975688971019e-25	2.854337559062849e-22	0.0	2.64675064705995e-20	6.3891762631925565e-25	8.182030977725739e-22	4.986330897346282e-31	1.3715146098194211e-27	8.162740142704364e-28	1.4370030525666693e-31	3.828394012266521e-30
G000152265	13	13.0	1.0	5.129983074102645e-28	8.310194047336625e-34	4.050449614838505e-35	2.0730130945167957e-09	4.000823806990739e-17	4.128379042121792e-30	3.5041890670764334e-16	4.927974237439947e-24	1.6796623732571976e-30	6.552100568764467e-26	5.602944936819375e-17	7.20995271883473e-18	3.7559226947052364e-37	1.0	5.372682338830744e-16
G000997135	0	0.0	1.0	1.0	9.372546616310921e-16	2.3577258453312846e-28	3.32461362375502e-18	4.4979725900249094e-17	1.9656053873987793e-15	1.780622574536102e-27	9.931252443452002e-19	2.7031459549407533e-28	2.1417040533970482e-20	3.579196481533762e-16	3.7404463514207465e-25	1.8708180837823107e-10	1.851907141902777e-20	1.5889690736843027e-22
G000429905	10	10.0	1.0	2.5655261944631837e-26	4.562704994387773e-19	1.8446981125702722e-31	1.536098146197231e-14	1.2137773608303268e-22	2.2967956703201509e-10	6.173355752437666e-25	3.89694977438878e-17	1.349683429546345e-29	7.604544340802126e-18	1.0	1.4598924499842347e-11	7.910417801417873e-29	1.1945219603314785e-22	4.3889236625712594e-15
G000998635	0	0.0	1.0	1.0	2.8105790818782235e-29	1.1251513846703558e-27	2.1235234233335665e-26	2.4015720864462894e-26	1.229784847432981e-25	2.1419196845111385e-32	8.63866169867975e-27	1.3909222634212147e-31	1.1299837939864167e-31	1.138060365389975e-16	2.741195382903127e-19	1.9720685154323014e-11	4.0836620430487614e-22	4.830562111434747e-22
G001436115	2	2.0	1.0	1.1008627888069084e-26	1.3718505081880633e-18	1.0	7.117736332669683e-29	1.0113881773488463e-19	3.998165083065871e-19	1.5254338900854953e-39	4.0183880314361747e-22	5.183172444341759e-28	6.518066904644218e-20	8.963064068960804e-36	1.490138491124968e-29	2.9011147013367477e-28	9.033674552505438e-28	3.40204583125946e-22
G000709715	10	10.0	1.0	2.257600005904426e-19	3.5162359135476606e-11	2.472785903112935e-31	6.109551561452044e-21	2.5526693606114925e-11	1.4227316156786851e-12	1.3111251946717516e-22	4.327331407701779e-14	1.214840866792244e-10	9.64478807929936e-09	1.0	3.155848560254526e-08	2.43894650288791e-17	1.6582270221948728e-22	1.044208495441356e-14
G000272025	9	9.0	1.0	1.0194164615076767e-29	1.2933292106265753e-33	1.901370722032815e-36	1.736509146006098e-36	4.050619449141214e-20	6.193271226685835e-30	2.6581513071547863e-37	1.203654394166098e-18	9.718574067477218e-25	1.0	1.0678406226872668e-17	6.455511370819895e-20	1.756930638469498e-37	1.1589628124491083e-38	3.5934930483309677e-31
G000259075	6	6.0	1.0	5.288985804010689e-30	3.037414513577022e-32	5.9086958228051546e-36	2.786570980859289e-28	4.4935788217979254e-26	3.781816825962646e-29	1.0	1.395655718359167e-34	6.5030057833921786e-40	2.049428276141123e-28	1.09482494604596e-24	3.4375544674235953e-15	9.26673919286991e-25	5.347412951382152e-30	7.901249773029482e-29
G001782605	12	12.0	1.0	5.5264893342502584e-15	2.8923341036085845e-25	5.8175267143946445e-31	1.4960533315241255e-18	1.9441945914838976e-16	8.41580479516932e-23	1.2809612125830627e-25	1.2014276360740088e-21	1.0765719094257841e-34	6.860117322924263e-29	7.540301358528195e-18	1.7392939302349197e-13	1.0	1.749656567575227e-19	1.1159580204367359e-10
G000236405	6	6.0	1.0	1.1743934783794898e-14	0.0	6.463825478329657e-40	0.0	9.033369485202247e-27	9.053486670880547e-26	1.0	6.053622675354814e-27	4.1761434588227786e-11	2.256343564167079e-26	1.6625751123044985e-11	5.687550789668647e-18	6.128964190802277e-39	1.5796325451504393e-21	2.4790857068098416e-16
G000990325	0	0.0	1.0	1.0	2.956307129877612e-33	1.4068223368224823e-26	6.3933827558957035e-21	3.338055373332492e-20	3.493840297320573e-26	9.58810922219775e-17	3.8124871014377924e-26	1.5075396380124169e-33	1.60696763381527e-32	5.637242553242522e-26	2.748192995272342e-24	2.7083413199361692e-18	8.474447089378577e-28	1.5625431844959342e-17
G000466585	3	3.0	1.0	1.0019114877592604e-33	2.7029789571324143e-37	9.077712484755815e-22	1.0	8.49781787983262e-21	1.588830012921958e-14	8.816335284211283e-28	4.449036161056208e-22	2.5174053176814476e-31	3.1664553179340757e-26	1.8011615639858822e-16	9.336692305123683e-29	2.3065651884467013e-20	1.0070214109236158e-21	1.4086950735677645e-13
G000702585	5	5.0	1.0	3.515137100268593e-18	7.935616601101761e-31	5.880806597247101e-08	2.2716033437007227e-34	2.1649507542163192e-27	1.0	4.26957565329582e-39	1.2553070021106075e-35	4.314285040050559e-33	3.944457246468871e-36	8.898199510080713e-36	4.5153278286588055e-28	1.1496173972002802e-26	8.592918466503975e-18	2.869844773128942e-27
G001916345	3	3.0	1.0	6.220717007331207e-29	4.4566719360816934e-33	5.0723833242908835e-28	1.0	3.343378813718025e-22	2.5790470448334783e-19	2.2741773491650684e-35	3.7143576125813854e-31	6.385531009492129e-37	2.3389633187431252e-39	2.855364143517403e-20	2.924582157709106e-28	3.371224669661015e-20	3.5654338815334944e-23	1.0229143580782756e-22
G000090965	8	8.0	1.0	2.9873478929842335e-17	0.0	0.0	0.0	1.8776651106151824e-35	1.0018990101620566e-20	4.490322037898437e-19	2.1616195004629816e-32	1.0	1.0593794193433257e-20	5.073249203954534e-15	6.373113823540054e-39	0.0	6.520890341977525e-31	9.17712218643332e-21
G000711795	8	8.0	1.0	6.587083691251668e-41	5.1135165979795905e-34	1.3431180820080195e-31	1.523572965724872e-39	4.1639201232228584e-29	8.80897925926456e-34	0.0	1.5829231907427879e-32	1.0	3.1751432526244526e-24	1.5501085491231286e-28	6.74209016693786e-32	2.3618697385713584e-33	1.3310373593235707e-40	3.4218493615642937e-33
G000018245	10	10.0	1.0	4.4022732131402227e-29	2.6447389094630846e-30	1.0974938360377218e-22	2.96562643075557e-25	5.2677619517536945e-23	8.154226702795049e-17	5.666214526693297e-35	6.110050244732663e-18	2.099240465233e-18	1.5841390174051216e-15	1.0	1.3112668989271218e-27	1.5227695075507866e-18	2.146661160499446e-27	1.0495542236036183e-17
G001823695	0	0.0	1.0	1.0	8.858282982086902e-33	3.046469496655045e-37	9.70967333657833e-34	1.0453478480789068e-30	1.5779814614589045e-37	5.413709673161719e-37	4.441736545670527e-33	0.0	4.872671466026157e-35	5.937979866642534e-36	1.5210147020423922e-20	2.162735756608643e-22	7.730208047548052e-37	3.823827376580808e-29
G001871325	11	11.0	1.0	1.0037758036567086e-23	7.241307007167106e-29	3.265067430901808e-16	5.4195216142075e-20	1.2504406046037492e-14	5.4789472383933585e-14	2.4083260964085444e-17	1.2913583007062625e-24	9.093606903924923e-25	2.0929839040571694e-29	5.4738207197108676e-17	1.0	1.6513602551365691e-13	1.905452384722667e-20	1.4091157927997866e-11
G000284015	4	4.0	1.0	8.604508427487135e-38	1.146722300449099e-11	4.8560524597542146e-17	1.442617824843259e-29	1.0	8.170667082905663e-17	1.310057344717116e-34	9.73968719004836e-26	4.2445755044202236e-35	5.05785362730794e-28	7.568933570391003e-29	9.245209995475071e-23	5.117748262848181e-35	7.161217667838125e-25	1.2987521655513268e-34
G001767955	10	10.0	1.0	6.424941416567631e-15	6.686858811419615e-27	1.4117334295211968e-37	1.361358847374267e-22	1.4619916494863257e-21	4.4098645943870805e-24	1.661534862182158e-34	1.0124314330470347e-17	2.7264734851841182e-24	2.4676452033681922e-20	1.0	2.4613276114398184e-20	9.266561962206765e-10	1.6886164428658292e-32	6.005536934727408e-24
G000327285	5	5.0	1.0	2.1687271176512737e-28	1.6572822537785723e-25	1.0524199567374382e-11	2.4022911057733657e-15	7.753949233511443e-23	1.0	1.6924453126564954e-34	4.980321457539281e-17	3.86706715487487e-24	1.4618132280822265e-21	5.388734718202423e-23	6.331167616586969e-17	4.289111621842879e-26	1.6525908733233197e-26	1.419550498596393e-18
G001003705	0	0.0	1.0	1.0	6.260716798912193e-20	4.607948340771764e-22	1.8844915740740419e-25	3.72273345537829e-20	1.477711709862783e-16	8.48359445265422e-22	3.999326389769097e-33	3.941734934768603e-21	9.89535002605733e-22	3.713805996031083e-23	9.028422454093743e-09	1.296423057794982e-08	3.285167985961296e-17	2.0159195547472686e-17
